Index,Name,Level,Type,Center Latitude,Center Longitude,Extent NS (miles),Extent EW (miles),Notes,Parent,IsPageScraped?,URL
13461,Chaco-San Juan Basin,5,Bogus mountain grouping for this site,36.18333333,-107.9,78,76,,Southeast Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=13461
13462,Jemez Mountains,5,Mountain range with well-recognized name,36.16666667,-106.95,118,97,,Southeast Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=13462
13463,Zuni Mountains,5,Mountain range with well-recognized name,35.33333333,-108.9666667,117,137,,Southeast Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=13463
13464,North San Mateo Mountains,5,Mountain range with well-recognized name,35.35,-107.2166667,54,75,,Southeast Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=13464
13465,Acoma Area,5,Bogus mountain grouping for this site,34.75,-107.6666667,46,52,,Southeast Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=13465
13466,Gallo-Datil Area,5,Bogus mountain grouping for this site,34.15,-108.5666667,65,102,,Southeast Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=13466
13500,Black Mountains,5,Mountain range with well-recognized name,35.43333333,-114.45,101,34,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13500
13501,East Lake Havasu Area,5,Bogus mountain grouping for this site,34.5,-113.9833333,39,55,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13501
13502,Cerbat Mountains,5,Mountain range with well-recognized name,35.63333333,-114.1833333,70,37,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13502
13503,Hualapai Mountains,5,Mountain range with well-recognized name,34.9,-113.8833333,56,39,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13503
13504,Music Mountains,5,Mountain range with well-recognized name,35.78333333,-113.7833333,58,44,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13504
13505,Aquarius-Juniper Area,5,Bogus mountain grouping for this site,34.9,-113.2166667,86,83,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13505
13506,Prescott Area,5,Bogus mountain grouping for this site,34.3,-112.6833333,85,94,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13506
13507,North Phoenix Area,5,Bogus mountain grouping for this site,33.95,-112.1833333,92,66,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13507
13508,Mazatzal Mountains,5,Mountain range with well-recognized name,33.91666667,-111.4333333,54,33,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13508
13509,Sierra Ancha,5,Mountain range with well-recognized name,33.93333333,-111.05,44,28,,Northwest Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13509
13510,Kofa Area,5,Bogus mountain grouping for this site,33.4,-114.05,104,76,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13510
13511,Harquahala Area,5,Bogus mountain grouping for this site,33.61666667,-113.4833333,93,97,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13511
13512,Cabeza Prieta Area,5,Bogus mountain grouping for this site,32.01666667,-114.05,104,116,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13512
13513,Organ Pipe Area,5,Bogus mountain grouping for this site,32.36666667,-113.05,97,85,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13513
13514,Maricopa Area,5,Bogus mountain grouping for this site,32.65,-112.3333333,100,48,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13514
13515,South Phoenix Area,5,Bogus mountain grouping for this site,33.2,-111.7666667,51,62,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13515
13516,Baboquivari Area,5,Bogus mountain grouping for this site,32.18333333,-111.7166667,112,59,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13516
13517,La Lesna Area,5,Bogus mountain grouping for this site,31.25,-112.55,97,92,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13517
13518,San Luis Area,5,Bogus mountain grouping for this site,31.13333333,-111.95,72,82,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13518
13519,West Tucson-Nogales Area,5,Bogus mountain grouping for this site,31.43333333,-111.1166667,146,68,,North Sonoran Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13519
13530,Northeast Tucson Area,5,Bogus mountain grouping for this site,33.38333333,-111,56,70,,Southeast Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13530
13531,Huachuca Area,5,Bogus mountain grouping for this site,32.15,-110.5333333,134,93,,Southeast Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13531
13532,Piñaleno Area,5,Bogus mountain grouping for this site,31.55,-110.85,105,50,,Southeast Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13532
13533,Bisbee-Tombstone Area,5,Bogus mountain grouping for this site,32.56666667,-109.95,85,95,,Southeast Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13533
13534,Dragoon-Mule Mountains,5,Bogus mountain grouping for this site,31.76666667,-109.9333333,60,41,,Southeast Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13534
13535,Chiricahua Area,5,Bogus mountain grouping for this site,31.71666667,-109.4666667,90,49,,Southeast Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13535
13536,Peloncillo Mountains,5,Mountain range with well-recognized name,32.2,-109,108,47,,Southeast Arizona Ranges,Yes,http://peakbagger.com/range.aspx?rid=13536
13540,West-Central Rio Grande Area,5,Bogus mountain grouping for this site,34.36666667,-107.1666667,102,59,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13540
13542,Tularosa Area,5,Bogus mountain grouping for this site,33.61666667,-108.2166667,60,59,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13542
13543,San Mateo Mountains (South),5,Mountain range with well-recognized name,33.73333333,-107.3666667,60,43,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13543
13544,Mogollon Mountains,5,Mountain range with well-recognized name,33.31666667,-108.5666667,51,41,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13544
13545,Black Range,5,Mountain range with well-recognized name,33.25,-107.7333333,82,66,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13545
13546,Summit Mountains,5,Mountain range with well-recognized name,32.93333333,-108.9166667,43,47,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13546
13547,Silver City Ranges,5,Bogus mountain grouping for this site,32.6,-108.45,64,72,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13547
13548,Animas Area,5,Bogus mountain grouping for this site,31.53333333,-108.6166667,116,82,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13548
13549,West Las Cruces Ranges,5,Bogus mountain grouping for this site,32.06666667,-107.5166667,89,118,,Southwest New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13549
13550,East Albuquerque Ranges,5,Bogus mountain grouping for this site,35.26666667,-106.2,37,54,,Southeast New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13550
13551,Manzano Mountains,5,Mountain range with well-recognized name,34.41666667,-106.4166667,95,54,,Southeast New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13551
13552,East Central New Mexico High Plateau,5,Bogus mountain grouping for this site,34.4,-105.3166667,120,131,,Southeast New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13552
13553,Capitan Mountains,5,Mountain range with well-recognized name,33.61666667,-104.9666667,31,71,,Southeast New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13553
13554,South East Rio Grande Ranges,5,Bogus mountain grouping for this site,32.9,-106.9833333,92,36,,Southeast New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13554
13555,San Andres Mountains,5,Mountain range with well-recognized name,32.98333333,-106.5,127,66,,Southeast New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13555
13556,Sacramento Mountains,5,Mountain range with well-recognized name,33,-105.35,105,124,,Southeast New Mexico Ranges,Yes,http://peakbagger.com/range.aspx?rid=13556
13560,El Paso Ranges,5,Bogus mountain grouping for this site,31.95,-105.8666667,71,94,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13560
13561,Van Horn Area,5,Bogus mountain grouping for this site,31.1,-105.3666667,100,95,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13561
13562,Presidio County Area,5,Bogus mountain grouping for this site,30.15,-104.4166667,89,51,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13562
13563,Guadalupe Mountains,5,Mountain range with well-recognized name,32.23333333,-104.5666667,66,70,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13563
13564,Delaware Mountains,5,Mountain range with well-recognized name,31.65,-104.0833333,83,106,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13564
13565,Davis Mountains,5,Mountain range with well-recognized name,30.83333333,-103.8333333,80,99,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13565
13566,Glass Mountains,5,Mountain range with well-recognized name,30.51666667,-102.4833333,116,137,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13566
13567,Big Bend Ranges,5,Bogus mountain grouping for this site,29.7,-103.2833333,101,118,,Trans-Pecos Texas Ranges,Yes,http://peakbagger.com/range.aspx?rid=13567
14000,Northwest Muskwa Ranges,5,Geographically-defined sub-range,58.91666667,-126.65,101,72,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14000
14001,Northeast Muskwa Ranges,5,Geographically-defined sub-range,58.83333333,-124.8333333,85,86,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14001
14002,Allies Group,5,Mountain range with well-recognized name,58.33333333,-125.1,35,47,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14002
14003,Kwadacha Area,5,Bogus mountain grouping for this site,58,-125.1166667,80,133,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14003
14004,Great Snow Area,5,Bogus mountain grouping for this site,57.45,-124.2166667,68,103,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14004
14005,Ospika Area,5,Bogus mountain grouping for this site,56.61666667,-124.5166667,63,45,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14005
14006,South Central Muskwa Ranges,5,Geographically-defined sub-range,56.58333333,-123.6666667,85,46,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14006
14007,South Muskwa Foothills,5,Geographically-defined sub-range,56.6,-122.5833333,91,85,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14007
14008,Outer Muskwa Range Foothills,5,Bogus mountain grouping for this site,57.93333333,-122.6666667,253,171,,Muskwa Ranges,Yes,http://peakbagger.com/range.aspx?rid=14008
14010,Misinchinka Ranges,5,Mountain range with well-recognized name,55.11666667,-122.5833333,128,113,,Hart Ranges,Yes,http://peakbagger.com/range.aspx?rid=14010
14011,Dezaiko Ranges,5,Mountain range with well-recognized name,54.03333333,-121.4166667,44,58,,Hart Ranges,Yes,http://peakbagger.com/range.aspx?rid=14011
14012,North Hart Range Foothills,5,Geographically-defined sub-range,55.5,-121.9666667,105,98,,Hart Ranges,Yes,http://peakbagger.com/range.aspx?rid=14012
14013,Central Hart Ranges,5,Geographically-defined sub-range,55.2,-120.3333333,131,82,,Hart Ranges,Yes,http://peakbagger.com/range.aspx?rid=14013
14014,Southeast Hart Ranges,5,Geographically-defined sub-range,54.56666667,-119.65,78,111,,Hart Ranges,Yes,http://peakbagger.com/range.aspx?rid=14014
14100,Sir Alexander Area,5,Bogus mountain grouping for this site,53.85,-120.4166667,34,40,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14100
14101,Morkill-Jackpine Area,5,Bogus mountain grouping for this site,53.55,-120.1333333,42,46,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14101
14102,Resthaven Group,5,Mountain range with well-recognized name,53.48333333,-119.5833333,27,30,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14102
14103,Greater Mount Robson Area,5,Area dominanted by a single large peak,53.13333333,-119.4333333,29,49,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14103
14104,North Central Park Ranges,5,Geographically-defined sub-range,53.23333333,-118.6833333,53,53,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14104
14105,Far Northern Front Ranges,5,Geographically-defined sub-range,54.08333333,-119.2,71,71,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14105
14106,Northern Front Ranges,5,Geographically-defined sub-range,53.43333333,-118.6166667,59,66,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14106
14107,Northern Rocky Mountain Foothills,5,Bogus mountain grouping for this site,53.76666667,-118.0333333,60,94,,Northern Continental Ranges,Yes,http://peakbagger.com/range.aspx?rid=14107
14110,Selwyn Range,5,Mountain range with well-recognized name,52.8,-118.9833333,32,39,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14110
14111,South Jasper Ranges,5,Bogus mountain grouping for this site,52.71666667,-118.2666667,24,29,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14111
14112,North Icefields,5,Bogus mountain grouping for this site,52.43333333,-118.2666667,40,51,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14112
14113,Clemenceau Icefield,5,Miscellaneous physical or political Feature,52.16666667,-117.9666667,34,40,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14113
14114,Columbia Icefield Area,5,Area dominanted by a single large peak,52.13333333,-117.4666667,54,46,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14114
14115,Central Icefields,5,Miscellaneous physical or political Feature,51.91666667,-117.0666667,21,27,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14115
14116,Southwest Central Park Ranges,5,Bogus mountain grouping for this site,51.51666667,-117.1,42,46,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14116
14117,Freshfield Icefield,5,Miscellaneous physical or political Feature,51.7,-116.9,19,17,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14117
14118,Waputik Mountains,5,Mountain range with well-recognized name,51.66666667,-116.5333333,42,25,,Central Main Ranges,Yes,http://peakbagger.com/range.aspx?rid=14118
14120,East Jasper Ranges,5,Bogus mountain grouping for this site,53.13333333,-117.7333333,38,29,,Central Front Ranges,Yes,http://peakbagger.com/range.aspx?rid=14120
14121,Maligne Range,5,Mountain range with well-recognized name,52.68333333,-117.7333333,35,29,,Central Front Ranges,Yes,http://peakbagger.com/range.aspx?rid=14121
14122,Queen Elizabeth Range,5,Mountain range with well-recognized name,52.58333333,-117.2833333,55,41,,Central Front Ranges,Yes,http://peakbagger.com/range.aspx?rid=14122
14123,Nikanassin Range,5,Mountain range with well-recognized name,52.95,-117.15,41,50,,Central Front Ranges,Yes,http://peakbagger.com/range.aspx?rid=14123
